node	score
RAN	0.000262378678771906
EIF4A3	0.0002622151103029104
MAT2A	0.0002622085580848395
SIRT2	0.0002616945986543018
HSPA1B	0.00026167318309367154
CCT7	0.0002613941425317947
PSMA6	0.000261332862932782
APP	0.0002605607868357396
CD74	0.00025937796403054553
MRTO4	0.00025887283280250767
RPL23A	0.00025867736876501057
MRPL13	0.0002576342152292424
CTLA4	0.0002571269746314362
ACTA1	0.00025693585854698683
SLC4A1	0.0002565846159829896
PIGA	0.00025651541587647515
RPS3A	0.0002559228484441372
MRPS5	0.00025550399371684283
CAV1	0.0002548218563608523
HDAC3	0.00025478494911707235
RAD23B	0.00025461177515791097
PGLS	0.00025450296060008107
HMBS	0.0002544294317198753
ADSS2	0.0002540538845287436
CXCL12	0.0002536580431978333
MRPL4	0.00025362983390817234
MRPS10	0.0002531768920645252
TLR4	0.00025296519536342267
CTPS1	0.0002527601164671045
APOB	0.00025258252564327164
MRPS12	0.0002523699365856017
PDCD11	0.0002523605528841465
MAT1A	0.00025205569734276
RPL7	0.000251939153818566
TLN1	0.0002518111510065456
RPL17	0.00025168722146665833
LAMP2	0.0002516070946336146
EPO	0.00025072952841779134
HDAC1	0.0002505054269826938
RPL10A	0.0002505032266542131
FLT3LG	0.0002499866522024689
H4C6	0.00024955708559564165
UPRT	0.00024950644236362417
PHKA1	0.0002493068595996123
MRPL2	0.00024888723451329
FOS	0.00024876618583475376
NPM1	0.0002482394004754781
P4HB	0.0002482260972970245
TH	0.0002481565136082105
ALAS2	0.0002475420981780622
MAPT	0.00024694072310379143
MMUT	0.0002463345696189157
MRPS11	0.00024571527004499274
PNP	0.0002455126401180613
ATP5IF1	0.00024530853358894377
ERVW-1	0.0002448037830116525
EFL1	0.00024457907547709905
CLPB	0.0002443850754394454
BNIP3L	0.00024434377953744013
FASLG	0.00024377976017474936
HSDL2	0.00024335277275717326
GABARAPL2	0.0002431500260329898
ACSL3	0.00024299298344681344
EGLN3	0.00024187709312543509
TUBB4A	0.00024178272520473894
DDX39B	0.0002416324217592712
POLR1C	0.0002415863136242123
GABARAPL1	0.000241485936485899
PSMB2	0.00024139151147941205
NME2	0.00024098068954150683
PIK3C3	0.00024091600511375673
GPX4	0.00024040327378039474
WDR90	0.0002401795410093005
CCT4	0.00024016607363841884
MRPS2	0.00023962233464675181
RPL18	0.00023960581865073061
HSPA1A	0.0002395703455059125
NME1	0.00023945675394623534
RABIF	0.0002391881786832645
MRPS15	0.00023917637215884602
RPS29	0.00023902898562596788
EIF5A	0.00023853608472566978
CCN2	0.0002382583584267729
ERVFRD-1	0.00023810957526169122
MRPL22	0.00023786988732300891
ADSS1	0.00023648370649652673
HUWE1	0.00023643516899877088
VASP	0.00023633485095247688
MRPS14	0.0002357971895735228
EIF2AK4	0.00023559174463141081
ATP7A	0.0002355764894263818
MRPL12	0.00023553227529573518
ERV3-1	0.00023550194992437757
XRN1	0.00023543710806675922
POLR2F	0.00023507116238486654
HTT	0.0002347562997801563
TAF1	0.00023382146911697828
TLN2	0.0002337128983239641
